gf_name,topology,T,eta,maxbond,error_l1,mem_bytes
gf,QTT_Seq,100.0,2.0,30,0.008906705834653302,622616
gf,BTTN,100.0,2.0,30,0.004937384570076139,350760
gf,CTTN,100.0,2.0,30,0.011214348919859013,361368
gf,QTT_Int,100.0,2.0,30,3.489419498193084e-6,220560
gf,ITTN,100.0,2.0,30,2.667821400374445e-18,197648
gf,QTT_Seq,100.0,2.0,35,0.010592238311785454,592664
gf,BTTN,100.0,2.0,35,0.00467162849098253,390664
gf,CTTN,100.0,2.0,35,0.014599038811126312,341400
gf,QTT_Int,100.0,2.0,35,4.4223863237849517e-7,220560
gf,ITTN,100.0,2.0,35,1.5014272027428658e-18,197648
gf,QTT_Seq,100.0,2.0,40,0.00846970633079626,712440
gf,BTTN,100.0,2.0,40,0.0067072212348991194,402312
gf,CTTN,100.0,2.0,40,0.008383962584002827,349720
gf,QTT_Int,100.0,2.0,40,3.6158675601408464e-6,220560
gf,ITTN,100.0,2.0,40,1.9702877516249295e-18,197648
gf,QTT_Seq,100.0,2.0,45,0.00953649921747166,779000
gf,BTTN,100.0,2.0,45,0.005011644126716389,420616
gf,CTTN,100.0,2.0,45,0.008338562656359518,361368
gf,QTT_Int,100.0,2.0,45,1.6266042759127298e-6,220560
gf,ITTN,100.0,2.0,45,3.0054189669454868e-18,197648
gf,QTT_Seq,100.0,2.0,50,0.004645326704441776,713272
gf,BTTN,100.0,2.0,50,0.006076547178920765,434760
gf,CTTN,100.0,2.0,50,0.004735472189463772,358872
gf,QTT_Int,100.0,2.0,50,4.4736044472694054e-8,220560
gf,ITTN,100.0,2.0,50,2.2687322879120644e-18,197648
gf,QTT_Seq,100.0,2.0,55,0.010818534913074778,930424
gf,BTTN,100.0,2.0,55,0.004418488275411477,455560
gf,CTTN,100.0,2.0,55,0.008762275495505746,341400
gf,QTT_Int,100.0,2.0,55,0.00029684858445063665,220560
gf,ITTN,100.0,2.0,55,2.5943243298120317e-18,197648
gf,QTT_Seq,100.0,2.0,60,0.010028060300188563,911288
gf,BTTN,100.0,2.0,60,0.004965751198326497,466376
gf,CTTN,100.0,2.0,60,0.00650266885270682,366360
gf,QTT_Int,100.0,2.0,60,1.2743683288048417e-5,220560
gf,ITTN,100.0,2.0,60,4.59013042433259e-18,197648
gf,QTT_Seq,100.0,5.0,5,0.005301376750114148,266320
